pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,octahedral_factor,(u+t)n,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
CdNCl3,0,-0.183330714,625.717207,1.69,3.04,3.16,112.414,14.007,35.45,0,0.07,3.62,8.994,14.534,12.968,0.87125657,0.341317365,1.020138775,7,48,41,21.2,10.72,17,70,94,24,86.8,8.64,94,14.0067,112.411,98.4043,46.55534,26.342264,35.453,63.05,594.22,531.17,234.414,143.9224,171.6,12,17,5,15.6,1.68,17,2,5,3,3.2,0.72,3,71,144,73,104.2,15.92,102,1.69,3.16,1.47,2.842,0.4608,3.16,2,2,0,2,0,2,0,5,5,3.6,1.68,5,0,10,10,2,3.2,0,0,0,0,0,0,0,5,12,7,7.6,1.76,7,0,0,0,0,0,0,0,3,3,1.2,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,0.72,1,14.76875,24.4975,9.72875,21.55125,3.5355,24.4975,0,6.437,6.437,2.7832,1.46152,2.493,0,0,0,0,0,0,64,194,130,116,62.4,64,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.55534,15.6,3.2,41,21.2,0.9,1.04,1.47,2.842,2,3.6,2,0,0.263157895,0.473684211,0.263157895,0,0,7.153554476,-1,2,3,1.690308509,-349000,0.12,1.47,1.35,0.795,0.954594155,0.735617963,0.74163559,0.753670338,1.955018449
BiPtO3,0,-0.764649337,67.45428326,2.02,2.28,3.44,208.98,195.084,15.999,0.945,2.128,1.46,7.29,9.02,13.618,0.918879878,0.563492063,1.232628106,8,83,75,37,34.8,8,63,87,24,82,7.6,87,15.9994,208.9804,192.981,90.41252,89.295744,15.9994,54.8,2041.4,1986.6,550.04,596.544,54.8,10,16,6,14.6,1.84,16,2,6,4,3.6,1.92,2,66,148,82,96.4,36.48,66,2.02,3.44,1.42,2.924,0.6192,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,3.8,4.56,0,0,14,14,5.6,6.72,0,6,29,23,14.2,9.84,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,3,1,2.2,0.32,2,9.105,32.95,23.845,15.057,7.1572,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,54.6,68.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.41252,14.6,3.6,75,37,1,0.95,1.42,2.924,1.8,3,3.8,5.6,0.126760563,0.211267606,0.267605634,0.394366197,0.2,6.288173291,-2,5,7,3.683941988,-282000,1.16,1.42,0.26,1.29,0.183847763,0.044536177,0.057271799,0.063961246,1.922216077
CeTaO3,0,-3.065120794,66.6608796,1.12,1.5,3.44,140.116,180.94,15.999,0.52,0.32,1.46,5.539,7.89,13.618,0.803833652,0.682539683,1.225287514,8,73,65,31,27.6,8,15,87,72,64.8,26.64,87,15.9994,180.94788,164.94848,73.812416,69.3756192,15.9994,54.8,3290,3235.2,905.08,1020.336,54.8,3,16,13,11.2,5.76,16,2,6,4,3.6,1.92,2,66,204,138,114.4,58.08,66,1.12,3.44,2.32,2.588,1.0224,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.8,0.96,0,0,14,14,3,4.4,0,4,19,15,8.2,4.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.2,3.84,0,0,13,13,2.6,4.16,0,2,22,20,7,6,2,9.105,37.24,28.135,16.535,8.916,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.812416,11.2,3.6,65,31,1.25,1.02,2.32,2.588,2,2.4,0.8,3,0.243902439,0.292682927,0.097560976,0.365853659,0.2,5.563135955,-2,3,5,3.273268354,-282000,1.94,2.32,0.38,2.13,0.268700577,0.044536177,0.062172173,0.072467303,2.010922526
ErCuO3,0,-2.213158973,53.40302665,1.24,1.9,3.44,167.259,63.546,15.999,0.52,1.227,1.46,6.108,7.727,13.618,0.834677592,0.53968254,1.202952055,8,68,60,24.2,19.44,8,35,87,52,72,18,87,15.9994,167.259,151.2596,55.76064,47.713488,15.9994,54.8,1770,1715.2,658.434,724.3608,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,189,123,103.8,45.36,66,1.24,3.44,2.2,2.692,0.8976,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,12,12,2.4,3.84,0,6,14,8,8.6,3.12,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,1,2,1,1.8,0.32,2,9.105,30.585,21.48,13.794,6.7164,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.76064,12.4,3.2,60,24.2,1.15,0.98,2.2,2.692,1.8,2.4,2,2.4,0.209302326,0.279069767,0.23255814,0.279069767,0.2,5.763233712,-2,3,5,3.273268354,-282000,1.54,2.2,0.66,1.87,0.466690476,0.05367389,0.059605891,0.074145299,1.993451315
EuIrO3,0,-1.902175858,64.50455212,1.2,2.2,3.44,151.964,192.217,15.999,0.52,1.57,1.46,5.67,9.12,13.618,0.897414532,0.607142857,1.259485805,8,77,69,32.8,29.76,8,25,87,62,69.2,21.36,87,15.9994,192.217,176.2176,78.43584,74.923728,15.9994,54.8,2739,2684.2,799.68,893.856,54.8,3,16,13,12,4.8,16,2,6,4,3.6,1.92,2,66,198,132,107.4,49.68,66,1.185,3.44,2.255,2.741,0.8388,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,14,14,4.2,5.04,0,6,23,17,10,5.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,7,7,1.4,2.24,0,2,7,5,3.2,1.52,2,9.105,36.46,27.355,15.597,8.3452,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.43584,12,3.6,69,32.8,1.25,1,2.255,2.741,2,2.4,1.4,4.2,0.2,0.24,0.14,0.42,0.2,5.889707719,-2,4,6,3.380617019,-282000,1.24,2.24,1,1.74,0.707106781,0.070710678,0.076580511,0.093575213,1.991048439
KAuO3,0,-0.564321851,71.8761022,0.82,2.54,3.44,39.0983,196.96,15.999,0.502,2.309,1.46,4.341,9.225,13.618,0.997846118,0.563492063,1.292140149,8,79,71,24.4,21.84,8,3,87,84,66,25.2,87,15.9994,196.966569,180.967169,56.8126138,56.06158208,15.9994,54.8,1337.33,1282.53,367.652,387.8712,54.8,1,16,15,12,4.8,16,2,6,4,3.2,1.44,2,66,203,137,107.4,49.68,66,0.82,3.44,2.62,2.736,0.8448,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,1,25,24,8.8,6.48,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.6,0.48,2,9.105,73.10666667,64.00166667,23.42433333,19.87293333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8126138,12,3.2,71,24.4,1.6,1.07,2.62,2.736,1.6,2.4,2,2.8,0.181818182,0.272727273,0.227272727,0.318181818,0,5.694090838,-2,5,7,3.683941988,-282000,0.9,2.62,1.72,1.76,1.216223664,0.05367389,0.072966068,0.080151963,2.001695072
MnBO3,0,-1.355143155,39.2078069,1.55,2.04,3.44,54.938,10.81,15.999,0,0.277,1.46,7.434,8.298,13.618,0.838366124,0.325396825,1.110041975,5,25,20,10.8,5.68,8,52,87,35,77,12,87,10.811,54.938045,44.127045,22.749449,12.8754384,15.9994,54.8,2348,2293.2,806.28,901.776,54.8,7,16,9,13.6,2.88,16,2,4,2,2.4,0.64,2,66,139,73,84.2,21.92,66,1.55,3.44,1.89,2.782,0.7896,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,5,5,1,1.6,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,7.1725,10.48758621,3.315086207,8.995017241,0.729006897,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0.000310121,0.000310121,0.000062,0.0000992,0,12,217,205,83.8,86.16,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.749449,13.6,2.4,20,10.8,0.8,0.81,1.89,2.782,2,2.6,1,0,0.357142857,0.464285714,0.178571429,0,0.2,5.846626718,-2,3,5,3.273268354,-282000,1.4,1.89,0.49,1.645,0.346482323,0,0.039643166,0.057950218,1.989491036
NpAlO3,0,-3.300229909,53.40600474,1.36,1.61,3.44,237,26.981,15.999,0.423712435,0.44,1.46,6.265,5.985,13.618,0.880685965,0.535714286,1.23834744,8,93,85,26,26.8,8,22,87,65,71.2,19.68,87,15.9994,237,221.0006,62.39594772,69.84162091,15.9994,54.8,933.47,878.67,402.974,417.8088,54.8,3,16,13,12.8,3.92,16,2,7,5,3.2,1.52,2,66,190,124,101.8,42.96,66,1.36,3.44,2.08,2.658,0.9384,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,2,19,17,6,5.2,2,9.105,18.45375,9.34875,12.44975,4.0137,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,64.6,64.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,62.39594772,12.8,3.2,85,26,1.15,0.96,2.08,2.658,2,2.6,0.2,0.8,0.357142857,0.464285714,0.035714286,0.142857143,0,5.654527111,-2,3,5,3.273268354,-282000,1.83,2.08,0.25,1.955,0.176776695,0.023328474,0.057414036,0.073567747,1.962539685
PuTiO3,0,-3.323091139,60.12138973,1.28,1.54,3.44,244,47.867,15.999,0.423712435,0.079,1.46,6.06,6.828,13.618,0.819833949,0.642857143,1.236558812,8,94,86,28,26.4,8,24,87,63,65.6,25.68,87,15.9994,244,228.0006,67.97304,70.410784,15.9994,54.8,1941,1886.2,603.68,658.656,54.8,3,16,13,11,6,16,2,7,5,3.4,1.68,2,66,187,121,109,51.6,66,1.28,3.44,2.16,2.628,0.9744,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,6,6,1.2,1.92,0,4,8,4,6,0.8,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,8,8,1.6,2.56,0,2,8,6,4.4,2.88,2,9.105,18.08,8.975,12.417,3.9744,9.105,0,0,0,0,0,0,0,0.318003638,0.318003638,0.063605234,0.101759361,0,11,194,183,48.2,58.32,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,67.97304,11,3.4,86,28,1.15,0.99,2.16,2.628,2,2.4,0.4,1.2,0.333333333,0.4,0.066666667,0.2,0.2,5.654527111,-2,3,5,3.273268354,-282000,1.9,2.16,0.26,2.03,0.183847763,0.070710678,0.073394433,0.083155985,1.962846923
SrPtO3,0,-1.710095268,67.04365338,0.95,2.28,3.44,87.62,195.084,15.999,0.0521,2.128,1.46,5.695,9.02,13.618,0.900906418,0.607142857,1.251768601,8,78,70,28,24,8,8,87,79,66.4,24.72,87,15.9994,195.084,179.0846,66.14044,60.169248,15.9994,54.8,2041.4,1986.6,651.16,715.632,54.8,2,16,14,12,4.8,16,2,6,4,3.4,1.68,2,66,195,129,105.8,47.76,66,0.95,3.44,2.49,2.71,0.876,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,1.8,2.88,0,0,14,14,2.8,4.48,0,2,24,22,8.8,6.08,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,1,1,0.2,0.32,0,0,0,0,0,0,0,0,2,2,1.6,0.64,2,9.105,54.23,45.125,19.313,13.9668,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.14044,12,3.4,70,28,1.4,1.03,2.49,2.71,1.8,2.4,1.8,2.8,0.204545455,0.272727273,0.204545455,0.318181818,0.2,5.852258948,-2,4,6,3.380617019,-282000,1.16,2.49,1.33,1.825,0.940452019,0.05367389,0.06229291,0.078766622,1.984555598
SrReO3,0,-2.410391581,63.85184247,0.95,1.9,3.44,87.62,186.207,15.999,0.0521,0.15,1.46,5.695,7.88,13.618,0.898687436,0.611111111,1.267044107,8,75,67,27.4,23.28,8,8,87,79,64.6,26.88,87,15.9994,186.207,170.2076,64.36504,58.038768,15.9994,54.8,3459,3404.2,934.68,1055.856,54.8,2,16,14,11.4,5.52,16,2,6,4,3.4,1.68,2,66,195,129,108.8,51.36,66,0.95,3.44,2.49,2.634,0.9672,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,14,14,2.8,4.48,0,2,21,19,8.2,5.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,54.23,45.125,19.24,13.996,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.36504,11.4,3.4,67,27.4,1.4,1.03,2.49,2.634,2,2.4,1,2.8,0.243902439,0.292682927,0.12195122,0.341463415,0.2,5.480521547,-2,4,6,3.380617019,-282000,1.54,2.49,0.95,2.015,0.671751442,0.05367389,0.067718767,0.083044313,1.99208207
YbSiO3,4.4732,-3.440839307,45.16418899,1.1,1.9,3.44,173.045,28.085,15.999,0.52,1.385,1.46,6.254,8.151,13.618,0.950665784,0.428571429,1.258851677,8,70,62,21.6,19.36,8,39,87,48,75.6,14.64,87,15.9994,173.054,157.0546,49.82754,49.290584,15.9994,54.8,1687,1632.2,588.68,640.656,54.8,3,16,13,13,4,16,2,6,4,3,1.2,2,66,187,121,99.2,39.84,66,1.26,3.44,2.18,2.696,0.8928,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,14,14,2.8,4.48,0,4,16,12,7.6,3.36,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,34.12,25.015,16.375,8.724,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,97.6,102.72,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.82754,13,3,62,21.6,1.15,0.93,2.18,2.696,2,2.8,0,2.8,0.263157895,0.368421053,0,0.368421053,0,5.861859813,-2,4,6,3.380617019,-282000,1.54,2.34,0.8,1.94,0.565685425,0.057635053,0.092044222,0.123657791,1.993499531
YbPdO3,0,-1.704874088,60.86657526,1.1,2.2,3.44,173.045,106.42,15.999,0.52,0.557,1.46,6.254,8.337,13.618,0.84922998,0.599206349,1.226025606,8,70,62,28,24,8,39,87,48,72.4,17.52,87,15.9994,173.054,157.0546,65.49444,59.394048,15.9994,54.8,1828.05,1773.25,616.89,674.508,54.8,3,16,13,12.2,4.56,16,2,6,4,3.4,1.68,2,66,187,121,104.8,46.56,66,1.26,3.44,2.18,2.756,0.8208,3.44,0,2,2,1.6,0.64,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,6,16,10,8.8,3.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.96,2,9.105,34.12,25.015,15.169,7.5804,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.49444,12.2,3.4,62,28,1.15,0.99,2.18,2.756,1.6,2.4,2,2.8,0.181818182,0.272727273,0.227272727,0.318181818,0.2,5.780641046,-2,4,6,3.380617019,-282000,1.24,2.34,1.1,1.79,0.777817459,0,0.0500138,0.070578663,1.998626486
