pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,tolerance_factor.1,octahedral_factor,octahedral_factor.1,(u+t)n,(u+t)n.1,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
LuAlO3,5.743,-3.793104955,202.0612131,1.27,1.61,3.44,174.96,26.981,15.999,0.52,0.44,1.46,5.426,5.985,13.618,0.826236916,0.826236916,0.535714286,0.535714286,1.047937323,1.047937323,8,71,63,21.6,19.76,8,41,87,46,75,14.4,87,15.9994,174.9668,158.9674,49.98930772,49.99099691,15.9994,54.8,1936,1881.2,606.774,662.3688,54.8,3,16,13,12.8,3.92,16,2,6,4,3,1.2,2,66,187,121,101.2,42.24,66,1.27,3.44,2.17,2.64,0.96,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,14,14,2.8,4.48,0,3,17,14,7.6,3.76,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,28.865,19.76,14.532,6.5124,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98930772,12.8,3,63,21.6,1.15,0.96,2.17,2.64,2,2.6,0.2,2.8,0.263157895,0.342105263,0.026315789,0.368421053,0,5.277370903,-2,3,5,3.273268354,-282000,1.83,2.17,0.34,2,0.240416306,0.023328474,0.057414036,0.073567747,2.004381763
LiFeF3,3.2696,-2.8199921,242.2023678,0.98,1.83,3.98,6.94,55.845,18.998,0.618,0.163,3.4,5.391,7.903,17.422,0.761779986,0.761779986,0.630252101,0.630252101,1.036140809,1.036140809,3,26,23,11.2,5.92,9,1,93,92,67,31.2,93,6.941,55.845,48.904,23.95624192,12.75550323,18.9984032,53.5,1811,1757.5,485.038,530.3848,53.5,1,17,16,12,6,17,2,4,2,2.4,0.64,2,57,132,75,86.2,35.04,57,0.98,3.98,3,2.95,1.236,3.98,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,8,7,6,2,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,9.7075,16.59333333,6.885833333,11.28916667,2.121666667,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.42213256,0.675412096,0,15,229,214,100.6,102.72,15,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95624192,12,2.4,23,11.2,0.95,0.87,3,2.95,1.8,3,1.2,0,0.3,0.5,0.2,0,0.2,6.71729713,-1,2,3,1.690308509,-328000,2.15,3,0.85,2.575,0.601040764,0.736857232,0.740412639,0.775060491,2.011874019
VGaO3,1.4157,-2.315545685,207.8719693,1.63,1.81,3.44,50.7415,69.723,15.999,0.524,0.3,1.46,6.746,5.999,13.618,0.714107838,0.714107838,0.603174603,0.603174603,1.039143622,1.039143622,8,31,23,15.6,9.12,8,46,87,41,76.2,12.96,87,15.9994,69.723,53.7236,33.73254,21.279768,15.9994,54.8,2183,2128.2,530.062,661.1752,54.8,5,16,11,13.2,3.36,16,2,4,2,2.8,0.96,2,66,153,87,94.6,34.32,66,1.63,3.44,1.81,2.752,0.8256,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.6,3.12,0,0,0,0,0,0,0,5,13,8,7.2,2.32,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,9.105,18.8575,9.7525,11.8365,3.2778,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,65.8,65.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.73254,13.2,2.8,23,15.6,0.75,0.89,1.81,2.752,2,2.6,2.6,0,0.277777778,0.361111111,0.361111111,0,0.2,5.472376613,-2,3,5,3.273268354,-282000,1.63,1.81,0.18,1.72,0.127279221,0.034015067,0.034015067,0.039992,2.015275471
TiCrO3,0.4282,-2.777145705,210.1702097,1.54,1.66,3.44,47.867,51.9961,15.999,0.079,0.666,1.46,6.828,6.767,13.618,0.665609904,0.665609904,0.69047619,0.69047619,1.043875306,1.043875306,8,24,16,14,7.2,8,43,87,44,70.6,19.68,87,15.9994,51.9961,35.9967,29.57226,16.287432,15.9994,54.8,2180,2125.2,857.08,962.736,54.8,4,16,12,11.6,5.28,16,2,4,2,2.8,0.96,2,66,160,94,99.4,40.08,66,1.54,3.44,1.9,2.704,0.8832,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1.4,1.68,0,0,0,0,0,0,0,4,6,2,5.6,0.64,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,2.6,3.12,0,0,0,0,0,0,0,2,8,6,4,2.4,2,9.105,16.69,7.585,11.039,2.3208,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57226,11.6,2.8,16,14,0.8,0.92,1.9,2.704,1.8,2.4,1.4,0,0.321428571,0.428571429,0.25,0,0.4,5.598963673,-2,4,6,3.380617019,-282000,1.78,1.9,0.12,1.84,0.084852814,0.042491829,0.050595975,0.058641856,2.004009317
MgCoO3,0.1653,-1.817590832,200.2553523,1.31,1.88,3.44,24.305,58.933,15.999,0,0.66,1.46,7.646,7.881,13.618,0.77671833,0.77671833,0.531746032,0.531746032,1.039788012,1.039788012,8,27,19,12.6,5.76,8,58,87,29,77.4,11.52,87,15.9994,58.933195,42.933795,26.247279,13.0743664,15.9994,54.8,1768,1713.2,571.08,619.536,54.8,2,16,14,11.8,5.04,16,2,4,2,2.6,0.72,2,66,141,75,93,32.4,66,1.31,3.44,2.13,2.702,0.8856,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,22.89,13.785,12.09,4.32,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.247279,11.8,2.6,19,12.6,0.9,0.93,2.13,2.702,2,2.4,1.4,0,0.344827586,0.413793103,0.24137931,0,0.2,5.874954878,-2,4,6,3.380617019,-282000,1.56,2.13,0.57,1.845,0.403050865,0.025784103,0.04559525,0.059163321,2.00560125
TlCoO3,0.5231,-1.161471189,116.9023534,1.62,1.88,3.44,204.38,58.933,15.999,0.199,0.66,1.46,6.109,7.881,13.618,0.830714136,0.830714136,0.543650794,0.543650794,1.08796629,1.08796629,8,81,73,26.4,22.08,8,58,87,29,79,9.6,87,15.9994,204.3833,188.3839,62.262939,56.8481444,15.9994,54.8,1768,1713.2,501.88,536.496,54.8,9,16,7,14,2.4,16,2,6,4,3.2,1.44,2,66,145,79,93.8,33.36,66,1.62,3.44,1.82,2.764,0.8112,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,3.4,4.08,0,0,14,14,2.8,4.48,0,6,27,21,10.8,6.48,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,9.105,26.91,17.805,12.894,5.6064,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.262939,14,3.2,73,26.4,1.3,1.01,1.82,2.764,2,2.6,3.4,2.8,0.185185185,0.240740741,0.314814815,0.259259259,0.2,5.653208045,-2,3,5,3.273268354,-282000,1.56,1.82,0.26,1.69,0.183847763,0.05367389,0.059605891,0.074145299,1.97984193
RbNbO3,2.8255,-2.823908973,351.06995,0.82,1.6,3.44,85.4678,92.906,15.999,0.486,0.892,1.46,4.177,6.759,13.618,1.012133236,1.012133236,0.619047619,0.619047619,1.066637542,1.066637542,8,41,33,20.4,14.88,8,4,87,83,62.4,29.52,87,15.9994,92.90638,76.90698,45.274476,35.1300912,15.9994,54.8,2750,2695.2,645.372,841.8512,54.8,1,16,15,10.8,6.24,16,2,5,3,3.2,1.44,2,66,220,154,116.4,60.48,66,0.82,3.44,2.62,2.548,1.0704,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,90.7225,81.6175,27.2435,25.3916,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.274476,10.8,3.2,33,20.4,1.75,1.12,2.62,2.548,1.6,2.4,0.8,0,0.333333333,0.5,0.166666667,0,0.2,5.205837442,-2,5,7,3.683941988,-282000,1.84,2.62,0.78,2.23,0.551543289,0.041573971,0.06928868,0.091506097,2.029421395
MgCoO3,0,-1.832234288,182.3366975,1.31,1.88,3.44,24.305,58.933,15.999,0,0.66,1.46,7.646,7.881,13.618,0.77671833,0.77671833,0.531746032,0.531746032,1.043782501,1.043782501,8,27,19,12.6,5.76,8,58,87,29,77.4,11.52,87,15.9994,58.933195,42.933795,26.247279,13.0743664,15.9994,54.8,1768,1713.2,571.08,619.536,54.8,2,16,14,11.8,5.04,16,2,4,2,2.6,0.72,2,66,141,75,93,32.4,66,1.31,3.44,2.13,2.702,0.8856,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,22.89,13.785,12.09,4.32,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.247279,11.8,2.6,19,12.6,0.9,0.93,2.13,2.702,2,2.4,1.4,0,0.344827586,0.413793103,0.24137931,0,0.2,5.874954878,-2,4,6,3.380617019,-282000,1.56,2.13,0.57,1.845,0.403050865,0.025784103,0.04559525,0.059163321,2.00560125
ErTiO3,0,-3.653347894,231.1375052,1.24,1.54,3.44,167.259,47.867,15.999,0.52,0.079,1.46,6.108,6.828,13.618,0.782258227,0.782258227,0.642857143,0.642857143,1.050172038,1.050172038,8,68,60,22.8,18.08,8,35,87,52,67.8,23.04,87,15.9994,167.259,151.2596,52.62484,45.853664,15.9994,54.8,1941,1886.2,775.08,864.336,54.8,3,16,13,11,6,16,2,6,4,3.2,1.44,2,66,189,123,109.4,52.08,66,1.24,3.44,2.2,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,12,12,2.4,3.84,0,4,14,10,7.2,2.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,2,2,0.4,0.64,0,2,8,6,3.2,1.92,2,9.105,30.585,21.48,14.918,6.9756,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,84.8,87.36,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.62484,11,3.2,60,22.8,1.15,0.99,2.2,2.62,2,2.4,0.4,2.4,0.277777778,0.333333333,0.055555556,0.333333333,0.2,5.471678032,-2,3,5,3.273268354,-282000,1.9,2.2,0.3,2.05,0.212132034,0.070710678,0.073394433,0.083155985,2.016334765
LiAgF3,0.0311,-2.069216388,243.2556968,0.98,1.93,3.98,6.94,107.86,18.998,0.618,1.302,3.4,5.391,7.576,17.422,0.65103664,0.65103664,0.907563025,0.907563025,1.055306171,1.055306171,3,47,44,15.4,12.64,9,1,93,92,69,28.8,93,6.941,107.8682,100.9272,34.36088192,29.40292723,18.9984032,53.5,1234.93,1181.43,369.824,379.5888,53.5,1,17,16,12.6,5.28,17,2,5,3,2.6,0.96,2,57,145,88,88.8,38.16,57,0.98,3.98,3,2.97,1.212,3.98,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,11,10,6.6,2.24,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,16.59333333,6.885833333,12.40916667,3.242,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,99.8,101.76,15,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36088192,12.6,2.6,44,15.4,1.1,0.91,3,2.97,1.6,3,2,0,0.242424242,0.454545455,0.303030303,0,0.2,6.847498216,-1,2,3,1.690308509,-328000,2.05,3,0.95,2.525,0.671751442,0.734846923,0.739453926,0.750439461,2.003852101
HoCrO3,2.3516,-3.041261521,226.3019168,1.23,1.66,3.44,164.93,51.9961,15.999,0.52,0.666,1.46,6.022,6.767,13.618,0.807470324,0.807470324,0.599206349,0.599206349,1.048905336,1.048905336,8,67,59,23,18,8,33,87,54,68.6,22.08,87,15.9994,164.93032,148.93092,52.984924,44.7781584,15.9994,54.8,2180,2125.2,818.28,916.176,54.8,3,16,13,11.4,5.52,16,2,6,4,3.2,1.44,2,66,192,126,105.8,47.76,66,1.23,3.44,2.21,2.642,0.9576,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,11,11,2.2,3.52,0,6,13,7,7.4,2.24,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,3,3,0.6,0.96,0,2,6,4,3,1.2,2,9.105,30.73333333,21.62833333,13.84766667,6.754266667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.984924,11.4,3.2,59,23,1.15,0.99,2.21,2.642,1.8,2.4,1,2.2,0.243243243,0.324324324,0.135135135,0.297297297,0.2,5.538173075,-2,3,5,3.273268354,-282000,1.78,2.21,0.43,1.995,0.304055916,0.025784103,0.061604986,0.078706687,1.995410548
LiSbO3,2.751,-2.086238155,123.5657317,0.98,2.05,3.44,6.94,121.76,15.999,0.618,1.07,1.46,5.391,8.64,13.618,0.763675324,0.763675324,0.587301587,0.587301587,1.075478066,1.075478066,3,51,48,15.6,14.16,8,1,87,86,69.4,27.36,87,6.941,121.76,114.819,35.33984,34.568064,15.9994,54.8,903.78,848.98,304.374,299.4888,54.8,1,16,15,12.8,4.72,16,2,5,3,2.6,0.96,2,66,139,73,93,32.4,66,0.98,3.44,2.46,2.67,0.924,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,0,0,0,0,0,1,15,14,6.8,3.28,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,31.56,22.455,15.09366667,7.1864,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33984,12.8,2.6,48,15.6,0.85,0.94,2.46,2.67,1.8,3,2,0,0.264705882,0.441176471,0.294117647,0,0,5.744532543,-2,5,7,3.683941988,-282000,1.39,2.46,1.07,1.925,0.756604256,0.042491829,0.042527827,0.048144113,2.007833548
BaMnO3,0,-2.463424465,411.2171267,0.89,1.55,3.44,137.327,54.938,15.999,0.1446,0,1.46,5.212,7.434,13.618,1.007535569,1.007535569,0.531746032,0.531746032,1.043125028,1.043125028,8,56,48,21,15.6,8,9,87,78,64.4,27.12,87,15.9994,137.327,121.3276,48.052649,38.4638988,15.9994,54.8,1519,1464.2,536.68,578.256,54.8,2,16,14,11.4,5.52,16,2,6,4,3.2,1.44,2,66,215,149,110.4,53.28,66,0.89,3.44,2.55,2.552,1.0656,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,63.59,54.485,20.27851724,17.3245931,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,229,217,96.4,101.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.052649,11.4,3.2,48,21,1.55,1.07,2.55,2.552,2,2.4,1,0,0.37037037,0.444444444,0.185185185,0,0.2,5.321642135,-2,4,6,3.380617019,-282000,1.89,2.55,0.66,2.22,0.466690476,0.044019499,0.092435991,0.110172703,2.013915145
