pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,tolerance_factor.1,octahedral_factor,octahedral_factor.1,(u+t)n,(u+t)n.1,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
MgSiO3,4.6421,-3.217499272,874.8657585,1.31,1.9,3.44,24.305,28.085,15.999,0,1.385,1.46,7.646,8.151,13.618,0.832814653,0.832814653,0.428571429,0.428571429,1.007582959,1.007582959,8,14,6,10,2.4,8,68,87,19,81.4,6.72,87,15.9994,28.0855,12.0861,20.07774,4.894008,15.9994,54.8,1687,1632.2,554.88,600.096,54.8,2,16,14,12.8,4.32,16,2,3,1,2.4,0.48,2,66,141,75,90,28.8,66,1.31,3.44,2.13,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,22.89,13.785,14.129,6.0288,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07774,12.8,2.4,6,10,0.9,0.88,2.13,2.706,2,2.8,0,0,0.416666667,0.583333333,0,0,0,6.005864901,-2,4,6,3.380617019,-282000,1.54,2.13,0.59,1.835,0.417193001,0.044019499,0.079992893,0.096486019,6.498786835
MgSiO3,4.5985,-3.216567703,889.7182633,1.31,1.9,3.44,24.305,28.085,15.999,0,1.385,1.46,7.646,8.151,13.618,0.832814653,0.832814653,0.428571429,0.428571429,1.007455902,1.007455902,8,14,6,10,2.4,8,68,87,19,81.4,6.72,87,15.9994,28.0855,12.0861,20.07774,4.894008,15.9994,54.8,1687,1632.2,554.88,600.096,54.8,2,16,14,12.8,4.32,16,2,3,1,2.4,0.48,2,66,141,75,90,28.8,66,1.31,3.44,2.13,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,22.89,13.785,14.129,6.0288,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07774,12.8,2.4,6,10,0.9,0.88,2.13,2.706,2,2.8,0,0,0.416666667,0.583333333,0,0,0,6.005864901,-2,4,6,3.380617019,-282000,1.54,2.13,0.59,1.835,0.417193001,0.044019499,0.079992893,0.096486019,6.498786835
KCuCl3,0,-1.437575059,114.68408,0.82,1.9,3.16,39.0983,63.546,35.45,0.502,1.227,3.62,4.341,7.727,12.968,0.888059304,0.888059304,0.520958084,0.520958084,1.25510525,1.25510525,17,29,12,19.8,3.68,17,3,94,91,69.8,29.04,94,35.453,63.546,28.093,41.80066,8.698136,35.453,171.6,1357.77,1186.17,441.82,366.38,171.6,1,17,16,12.6,5.28,17,3,4,1,3.4,0.48,3,102,203,101,128.2,31.44,102,0.82,3.16,2.34,2.44,0.864,3.16,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,11,10,6.6,2.24,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11.07,73.10666667,62.03666667,31.53383333,16.62913333,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0,0,0,0,0,64,229,165,129.2,78.24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.80066,12.6,3.4,12,19.8,1.2,1.31,2.34,2.44,1.6,3,2,0,0.242424242,0.454545455,0.303030303,0,0.2,5.731001615,-1,2,3,1.690308509,-349000,1.26,2.34,1.08,1.8,0.763675324,0.77172246,0.784106748,0.800789401,3.293219407
LaCoSi3,0,-0.684570181,84.49490967,1.1,1.88,1.9,138.9,58.933,28.085,0.5,0.66,1.385,5.577,7.881,8.151,0.777611306,0.777611306,0.319230769,0.319230769,1.286106356,1.286106356,14,57,43,25.2,13.44,14,13,78,65,61,20.4,78,28.0855,138.90547,110.81997,56.419033,34.0002396,28.0855,1193,1768,575,1604.4,164.56,1687,3,14,11,10.8,3.84,14,3,6,3,3.8,0.96,3,111,207,96,133.2,29.52,111,1.1,1.9,0.8,1.736,0.2544,1.9,2,2,0,2,0,2,0,2,2,1.2,0.96,2,0,7,7,1.6,2.16,0,0,0,0,0,0,0,3,9,6,4.8,1.68,4,0,0,0,0,0,0,0,4,4,2.4,1.92,4,0,9,9,2.4,2.88,0,0,0,0,0,0,0,3,9,6,4.8,1.68,4,10.245,36.8975,26.6525,21.6925,6.082,20.44,0,0.773,0.773,0.4638,0.37104,0.773,0,1.5484712,1.5484712,0.30969424,0.495510784,0,194,227,33,213.8,15.84,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.419033,10.8,3.8,43,25.2,0.85,1.32,0.8,1.736,2,1.2,1.6,0,0.416666667,0.25,0.333333333,0,0.2,4.262104121,-4,4,8,4.01386486,-534400,0,0.8,0.8,0.273333333,0.456216323,0.034015067,0.065178934,0.076218082,5.284607364
ZrBRh3,0,-0.753426034,71.51471697,1.33,2.04,2.28,91.224,10.81,102.9,0.426,0.277,1.137,6.634,8.298,7.459,0.913487229,0.913487229,0.672,0.672,1.292368653,1.292368653,5,45,40,36,12.4,45,44,72,28,58.6,5.84,59,10.811,102.9055,92.0945,82.1503,28.53572,102.9055,2128,2348,220,2237.4,44.24,2237,4,13,9,8.8,1.92,9,2,5,3,4.4,0.96,5,84,175,91,137,21.2,142,1.33,2.28,0.95,2.042,0.2856,2.28,1,2,1,1.4,0.48,1,0,1,1,0.2,0.32,0,0,8,8,5.2,3.36,8,0,0,0,0,0,0,3,9,6,6.8,2.64,9,0,1,1,0.6,0.48,1,0,5,5,1,1.6,0,0,8,8,2.8,2.08,2,0,0,0,0,0,0,3,8,5,4.4,1.68,3,7.1725,23.195,16.0225,14.2575,3.575,13.64,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,166,225,59,207,21.6,225,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1503,8.8,4.4,40,36,0.7,1.29,0.95,2.042,1.4,0.2,5.2,0,0.205882353,0.029411765,0.764705882,0,0.6,4.130272073,0,0,0,0,-46852.66667,-0.001233333,0.457933333,0,0.146716667,0,0.054433105,0.076787889,0.088560435,6.924779678
ThCoSi3,0,-0.699643422,82.65420294,1.3,1.88,1.9,232.03,58.933,28.085,0.423712435,0.66,1.385,6.08,7.881,8.151,0.898298743,0.898298743,0.991452991,0.991452991,1.477437535,1.477437535,14,90,76,31.8,23.28,14,16,78,62,61.6,19.68,78,28.0855,232.03806,203.95256,75.045551,62.7970036,28.0855,1687,2023,336,1770.4,101.04,1687,3,14,11,10.8,3.84,14,3,7,4,4,1.2,3,111,206,95,133,29.2,111,1.3,1.9,0.6,1.776,0.1904,1.9,2,2,0,2,0,2,0,2,2,1.2,0.96,2,0,7,7,1.8,2.16,0,0,0,0,0,0,0,4,9,5,5,1.6,4,0,0,0,0,0,0,0,4,4,2.4,1.92,4,0,8,8,2.2,2.64,0,0,0,0,0,0,0,3,8,5,4.6,1.36,4,10.245,32.37,22.125,20.787,4.6332,20.44,0,0.773,0.773,0.4638,0.37104,0.773,0,1.5484712,1.5484712,0.30969424,0.495510784,0,194,227,33,220,10.4,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,75.045551,10.8,4,76,31.8,0.7,1.29,0.6,1.776,2,1.2,1.8,0,0.4,0.24,0.36,0,0.2,5.654527111,0,0,0,0,-41187,0.004,0.380966667,0,0.144983333,0,0.023328474,0.035627758,0.051585874,5.779926276
VPbO3,0,-2.018053095,60.81770786,1.63,2.33,3.44,50.7415,207.2,15.999,0.524,0.364,1.46,6.746,7.417,13.618,0.540568118,0.540568118,1.055555556,1.055555556,1.324515243,1.324515243,8,82,74,25.8,22.48,8,46,87,41,77.6,12.64,87,15.9994,207.2,191.2006,61.22794,58.388824,15.9994,54.8,2183,2128.2,589.602,641.7624,54.8,5,16,11,13.4,3.36,16,2,6,4,3.2,1.44,2,66,153,87,99.4,40.08,66,1.63,3.44,1.81,2.856,0.7008,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2.6,3.12,0,0,14,14,2.8,4.48,0,5,28,23,10.2,7.12,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.4,1.68,2,9.105,28.11,19.005,13.687,5.7692,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.22794,13.4,3.2,74,25.8,1.2,0.99,1.81,2.856,2,2.8,2.6,2.8,0.196078431,0.274509804,0.254901961,0.274509804,0.2,5.708623672,-2,4,6,3.380617019,-282000,1.11,1.81,0.7,1.46,0.494974747,0,0.055697304,0.074061276,5.834744532
ThTaN3,0.4422,-1.461376527,67.14306907,1.3,1.5,3.04,232.03,180.94,14.007,0.423712435,0.32,0.07,6.08,7.89,14.534,0.808122036,0.808122036,0.590909091,0.590909091,1.198257464,1.198257464,7,90,83,36.8,35.76,7,16,82,66,62,24,82,14.0067,232.03806,218.03136,91.001208,92.3934096,14.0067,63.05,3290,3226.95,1100.43,1244.856,63.05,3,15,12,10.6,5.28,15,2,7,5,3.8,2.16,2,71,206,135,117.8,56.16,71,1.3,3.04,1.74,2.384,0.7872,3.04,2,2,0,2,0,2,0,3,3,1.8,1.44,3,0,3,3,1,1.2,0,0,14,14,2.8,4.48,0,4,19,15,7.6,4.56,5,0,0,0,0,0,0,0,3,3,1.8,1.44,3,0,8,8,3,3.6,0,0,0,0,0,0,0,3,8,5,4.8,2.16,3,14.76875,32.37,17.60125,18.95925,5.3643,14.76875,0,6.437,6.437,3.8622,3.08976,6.437,0,0,0,0,0,0,194,229,35,207.2,15.84,194,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,91.001208,10.6,3.8,83,36.8,1.15,1.04,1.74,2.384,2,1.8,1,2.8,0.263157895,0.236842105,0.131578947,0.368421053,0.2,5.654527111,-3,5,8,4.928053803,-21000,1.54,1.74,0.2,1.64,0.141421356,1.05E-08,0.037000553,0.048970071,7.832812194
EuFeO3,0,-2.462555258,57.748699,1.2,1.83,3.44,151.964,55.845,15.999,0.52,0.163,1.46,5.67,7.903,13.618,0.851066469,0.851066469,0.547619048,0.547619048,1.20358926,1.20358926,8,63,55,22.6,17.52,8,25,87,62,68.2,22.56,87,15.9994,151.964,135.9646,51.16144,42.194448,15.9994,54.8,1811,1756.2,614.08,671.136,54.8,3,16,13,11.8,5.04,16,2,6,4,3.2,1.44,2,66,198,132,105.6,47.52,66,1.185,3.44,2.255,2.667,0.9276,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,7,7,1.4,2.24,0,6,9,3,7,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,7,7,1.4,2.24,0,2,7,5,3.4,1.68,2,9.105,36.46,27.355,14.901,8.6236,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,98.8,104.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.16144,11.8,3.2,55,22.6,1.25,1.01,2.255,2.667,2,2.4,1.2,1.4,0.285714286,0.342857143,0.171428571,0.2,0.2,5.567500381,-2,3,5,3.273268354,-282000,1.61,2.24,0.63,1.925,0.445477272,0.044019499,0.070334978,0.091190781,5.87109243
SmMnO3,0,-2.785915706,59.09464695,1.17,1.55,3.44,150.36,54.938,15.999,0.52,0,1.46,5.643,7.434,13.618,0.842099894,0.842099894,0.571428571,0.571428571,1.207857929,1.207857929,8,62,54,22.2,17.04,8,23,87,64,67.2,23.76,87,15.9994,150.36,134.3606,50.659249,41.5918188,15.9994,54.8,1519,1464.2,605.68,661.056,54.8,3,16,13,11.6,5.28,16,2,6,4,3.2,1.44,2,66,198,132,107,49.2,66,1.17,3.44,2.27,2.608,0.9984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,6,6,1.2,1.92,0,6,8,2,6.6,0.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,8,8,1.6,2.56,0,2,8,6,3.8,2.16,2,9.105,33.23,24.125,14.20651724,7.609393103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,83.8,86.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.659249,11.6,3.2,54,22.2,1.25,1.01,2.27,2.608,2,2.4,1,1.2,0.303030303,0.363636364,0.151515152,0.181818182,0.2,5.472718801,-2,3,5,3.273268354,-282000,1.89,2.27,0.38,2.08,0.268700577,0.070710678,0.092396152,0.113183784,6.708382604
LaCuO3,0,-2.408812028,58.03562468,1.1,1.9,3.44,138.9,63.546,15.999,0.5,1.227,1.46,5.577,7.727,13.618,0.886434893,0.886434893,0.53968254,0.53968254,1.225125867,1.225125867,8,57,49,22,16.8,8,13,87,74,67.6,23.28,87,15.9994,138.90547,122.90607,50.089934,40.9086408,15.9994,54.8,1357.77,1302.97,543.034,585.8808,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,207,141,107.4,49.68,66,1.1,3.44,2.34,2.664,0.9312,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,36.8975,27.7925,15.0565,8.7364,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.089934,12.4,3.2,49,22,1.35,1.02,2.34,2.664,1.8,2.4,2.2,0,0.28125,0.375,0.34375,0,0.2,5.663952923,-2,3,5,3.273268354,-282000,1.54,2.34,0.8,1.94,0.565685425,0.041573971,0.074535981,0.095821614,6.024162018
BaCoO3,0,-1.88643777,63.12052358,0.89,1.88,3.44,137.327,58.933,15.999,0.1446,0.66,1.46,5.212,7.881,13.618,1.007535569,1.007535569,0.531746032,0.531746032,1.316611435,1.316611435,8,56,48,21.4,16.08,8,9,87,78,65.6,25.68,87,15.9994,137.327,121.3276,48.851679,39.4227348,15.9994,54.8,1768,1713.2,586.48,638.016,54.8,2,16,14,11.8,5.04,16,2,6,4,3.2,1.44,2,66,215,149,107.8,50.16,66,0.89,3.44,2.55,2.618,0.9864,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,63.59,54.485,20.23,17.344,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.851679,11.8,3.2,48,21.4,1.55,1.06,2.55,2.618,2,2.4,1.4,0,0.344827586,0.413793103,0.24137931,0,0.2,5.471438006,-2,4,6,3.380617019,-282000,1.56,2.55,0.99,2.055,0.700035713,0.044019499,0.081275586,0.107257238,5.509798394
NaFeF3,2.2672,-2.829072906,124.0528957,0.93,1.83,3.98,22.989,55.845,18.998,0.547,0.163,3.4,5.139,7.903,17.422,0.856546874,0.856546874,0.630252101,0.630252101,1.098845273,1.098845273,9,26,17,12.8,5.28,9,2,93,91,67.2,30.96,93,18.9984032,55.845,36.8465968,27.16599578,11.47160169,18.9984032,53.5,1811,1757.5,468.474,537.0104,53.5,1,17,16,12,6,17,2,4,2,2.6,0.72,2,57,166,109,93.8,44.16,57,0.93,3.98,3.05,2.94,1.248,3.98,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,8,7,6,2,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,9.7075,29.24333333,19.53583333,13.81916667,6.169666667,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.42213256,0.675412096,0,15,229,214,100.6,102.72,15,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.16599578,12,2.6,17,12.8,1.3,0.94,3.05,2.94,1.8,3,1.2,0,0.3,0.5,0.2,0,0.2,6.643395034,-1,2,3,1.690308509,-328000,2.15,3.05,0.9,2.6,0.636396103,0.736023168,0.741711948,0.762788529,4.48234331
